# energy s p d
-1.340579999999999927e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.339329999999999998e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.338090000000000046e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.336849999999999916e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.335599999999999987e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.334360000000000035e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.333109999999999928e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.331869999999999976e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.330630000000000024e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.329379999999999917e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.328139999999999965e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.326890000000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.325649999999999906e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.324399999999999977e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.323160000000000025e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.321920000000000073e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.320669999999999966e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.319430000000000014e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.318179999999999907e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.316939999999999955e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.315700000000000003e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.314450000000000074e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.313209999999999944e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.311960000000000015e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.310720000000000063e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.309469999999999956e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.308230000000000004e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.306990000000000052e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.305739999999999945e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.304499999999999993e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.303250000000000064e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.302009999999999934e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.300760000000000005e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.299520000000000053e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.298279999999999923e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.297029999999999994e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.295790000000000042e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.294539999999999935e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.293299999999999983e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.292060000000000031e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.290809999999999924e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.289569999999999972e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.288320000000000043e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.287079999999999913e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.285829999999999984e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.284590000000000032e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.283350000000000080e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.282099999999999973e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.280860000000000021e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.279609999999999914e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.278369999999999962e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.277130000000000010e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.275880000000000081e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.274639999999999951e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.273390000000000022e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.272150000000000070e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.270899999999999963e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.269660000000000011e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.268420000000000059e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.267169999999999952e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.265930000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.264680000000000071e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.263439999999999941e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.262199999999999989e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.260950000000000060e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.259709999999999930e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.258460000000000001e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.257220000000000049e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.255969999999999942e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.254729999999999990e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.253490000000000038e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.252239999999999931e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.250999999999999979e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.249750000000000050e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.248509999999999920e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.247269999999999968e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.246020000000000039e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.244779999999999909e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.243529999999999980e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.242290000000000028e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.241039999999999921e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.239799999999999969e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.238560000000000016e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.237309999999999910e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.236069999999999958e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.234820000000000029e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.233580000000000076e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.232329999999999970e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.231090000000000018e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.229850000000000065e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.228599999999999959e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.227360000000000007e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.226110000000000078e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.224869999999999948e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.223629999999999995e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.222380000000000067e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.221139999999999937e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.219890000000000008e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.218650000000000055e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.217399999999999949e+01 3.945912784905568868e-08 0.000000000000000000e+00 1.076158032246973192e-08
-1.216159999999999997e+01 3.433716866259191902e-07 0.000000000000000000e+00 7.114533749645034914e-08
-1.214920000000000044e+01 1.486643985286173555e-06 1.076158032246973192e-08 2.782130873213179011e-07
-1.213669999999999938e+01 4.807684835967829041e-06 4.962217685151088861e-08 8.815424297872529761e-07
-1.212429999999999986e+01 1.258274215134787129e-05 1.574455729733566369e-07 2.473683504730647667e-06
-1.211180000000000057e+01 3.005451413717422104e-05 4.243606088476387923e-07 6.206591829460687571e-06
-1.209939999999999927e+01 6.701347388439903745e-05 1.036251371425325341e-06 1.441104516189112651e-05
-1.208699999999999974e+01 1.407109416056539618e-04 2.362038240673104275e-06 3.142645490525817727e-05
-1.207450000000000045e+01 2.793644106927297061e-04 5.052253795425302120e-06 6.486174113535268847e-05
-1.206209999999999916e+01 5.256289944534320259e-04 1.021994677344186694e-05 1.272722551702704357e-04
-1.204959999999999987e+01 9.387337891656220368e-04 1.961206964718089016e-05 2.381625099499623175e-04
-1.203720000000000034e+01 1.593614285027819847e-03 3.580298698241291975e-05 4.259289543247063957e-04
-1.202469999999999928e+01 2.575412429864848158e-03 6.232055240560782845e-05 7.292881501538729791e-04
-1.201229999999999976e+01 3.968704110454228211e-03 1.036480940766043297e-04 1.197709013034176529e-03
-1.199990000000000023e+01 5.842553309956978816e-03 1.651055955498560387e-04 1.890526897701248418e-03
-1.198739999999999917e+01 8.234702615067686013e-03 2.525654870549600079e-04 2.874552612621760882e-03
-1.197499999999999964e+01 1.113945235216280173e-02 3.720915267816889203e-04 4.220786759448116182e-03
-1.196250000000000036e+01 1.450357529694356121e-02 5.295690760794492975e-04 6.001158290887880983e-03
-1.195009999999999906e+01 1.823247097724076116e-02 7.304868527315272345e-04 8.286754952203293986e-03
-1.193769999999999953e+01 2.220534036645071402e-02 9.798849150070231516e-04 1.114777811756111764e-02
-1.192520000000000024e+01 2.629508767732397639e-02 1.282486384963831862e-03 1.465533375567174348e-02
-1.191280000000000072e+01 3.038726037969710636e-02 1.642945120985526541e-03 1.888469839811867182e-02
-1.190029999999999966e+01 3.439330481667133427e-02 2.066077268099330427e-03 2.391827496579585974e-02
-1.188790000000000013e+01 3.825603117294308630e-02 2.557049589204972613e-03 2.984760399387118360e-02
-1.187539999999999907e+01 4.194814590733745435e-02 3.121479250780139630e-03 3.677468698057435176e-02
-1.186299999999999955e+01 4.546651881395864098e-02 3.765644700312082045e-03 4.481439342394840514e-02
-1.185060000000000002e+01 4.882519680877678292e-02 4.497015097406055484e-03 5.410196989232379794e-02
-1.183810000000000073e+01 5.204917972814825794e-02 5.325146456859167904e-03 6.480560734818896496e-02
-1.182569999999999943e+01 5.516982640113816949e-02 6.262965745398210715e-03 7.714572834079756747e-02
-1.181320000000000014e+01 5.822106461639991321e-02 7.327981123490269998e-03 9.141332289180637005e-02
-1.180080000000000062e+01 6.123681578602400977e-02 8.543490320177354186e-03 1.079895986832425242e-01
-1.178839999999999932e+01 6.425111980723288707e-02 9.940785827227488491e-03 1.273820675945736558e-01
-1.177590000000000003e+01 6.729700061392716870e-02 1.156002094098616470e-02 1.502413971513228419e-01
-1.176350000000000051e+01 7.040793382854954041e-02 1.345192178977791531e-02 1.773914823132260732e-01
-1.175099999999999945e+01 7.361819541186266636e-02 1.568037361259044110e-02 2.098746593922674319e-01
-1.173859999999999992e+01 7.696187497245837728e-02 1.832526614681170146e-02 2.490016030781309342e-01
-1.172610000000000063e+01 8.046767451177624930e-02 2.148291495042513669e-02 2.963623331337271738e-01
-1.171369999999999933e+01 8.414754960567538689e-02 2.525695018187217034e-02 3.536843943385013511e-01
-1.170129999999999981e+01 8.797833186204609413e-02 2.976193012467415189e-02 4.229028384484098124e-01
-1.168880000000000052e+01 9.187800818235355993e-02 3.509859802203660339e-02 5.057696910240291333e-01
-1.167639999999999922e+01 9.568275795878328216e-02 4.133193770943577317e-02 6.035090184223103060e-01
-1.166389999999999993e+01 9.913306152978201835e-02 4.846269784614622156e-02 7.163598920028374506e-01
-1.165150000000000041e+01 1.018783300147507315e-01 5.639706842454271507e-02 8.430779369682449564e-01
-1.163899999999999935e+01 1.035065216657170828e-01 6.491893819521191156e-02 9.804610896885849192e-01
-1.162659999999999982e+01 1.035985852405865021e-01 7.366917681383497452e-02 1.122971779363789668e+00
-1.161420000000000030e+01 1.017994233218198763e-01 8.213790649761139318e-02 1.262556218409927045e+00
-1.160169999999999924e+01 9.789029703934606919e-02 8.967830437817631006e-02 1.388810774145509130e+00
-1.158929999999999971e+01 9.184522451434258550e-02 9.555242616260362087e-02 1.489681211243884862e+00
-1.157680000000000042e+01 8.385680834733189037e-02 9.901694800886194636e-02 1.552837227476264736e+00
-1.156439999999999912e+01 7.432426985631483685e-02 9.944602448710773701e-02 1.567686839407681054e+00
-1.155199999999999960e+01 6.380522312019369646e-02 9.647096429941136309e-02 1.527700653739366254e+00
-1.153950000000000031e+01 5.294065542937623214e-02 9.009902188278262614e-02 1.432423430453979574e+00
-1.152710000000000079e+01 4.236793393622237391e-02 8.076746509576099298e-02 1.288441238361340835e+00
-1.151459999999999972e+01 3.263856950563279874e-02 6.930180452918047185e-02 1.108777213403244311e+00
-1.150220000000000020e+01 2.415593866288074862e-02 5.677747119706928747e-02 9.106866879486077426e-01
-1.148969999999999914e+01 1.714332671341223940e-02 4.431979504728066066e-02 7.124109068323067895e-01
-1.147729999999999961e+01 1.164547694986949739e-02 3.290072431223350219e-02 5.298435112312513962e-01
-1.146490000000000009e+01 7.558969227429972876e-03 2.319066437335826417e-02 3.740711474032989425e-01
-1.145240000000000080e+01 4.680649167419268820e-03 1.550026601416572281e-02 2.503721600459928309e-01
-1.143999999999999950e+01 2.760701333986659897e-03 9.812716411867372646e-03 1.586952786568358587e-01
-1.142750000000000021e+01 1.548602994491839408e-03 5.878114263090173167e-03 9.516476606451672315e-02
-1.141510000000000069e+01 8.247109384497275245e-04 3.328907622324689917e-03 5.394499965405195885e-02
-1.140269999999999939e+01 4.161152582314813875e-04 1.780822748601668115e-03 2.888296419004901527e-02
-1.139020000000000010e+01 1.985591005310153505e-04 8.992036629618279080e-04 1.459559624297079167e-02
-1.137780000000000058e+01 8.910161207464727248e-05 4.278942891567208179e-04 6.950850051536260239e-03
-1.136529999999999951e+01 3.731999345914127262e-05 1.913006719322935933e-04 3.110126725701465884e-03
-1.135289999999999999e+01 1.426680143360878793e-05 7.978368391957084307e-05 1.298450949471293510e-03
-1.134040000000000070e+01 4.708503706664524875e-06 3.030109251621910862e-05 4.938897890422596585e-04
-1.132799999999999940e+01 1.128368518846195029e-06 9.262093519412978228e-06 1.512946070650426087e-04
-1.131559999999999988e+01 5.022070817152541233e-08 6.456948193481838691e-07 1.062167977827762395e-05
-1.130310000000000059e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.129069999999999929e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.127820000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.126580000000000048e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.125339999999999918e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.124089999999999989e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.122850000000000037e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.121599999999999930e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.120359999999999978e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.119110000000000049e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.117869999999999919e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.116629999999999967e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.115380000000000038e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.114139999999999908e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.112889999999999979e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.111650000000000027e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.110410000000000075e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.109159999999999968e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.107920000000000016e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.106669999999999909e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.105429999999999957e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.104180000000000028e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.102940000000000076e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.101699999999999946e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.100450000000000017e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.099210000000000065e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.097959999999999958e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.096720000000000006e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.095470000000000077e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.094229999999999947e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.092989999999999995e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.091740000000000066e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.090499999999999936e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.089250000000000007e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.088010000000000055e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.086769999999999925e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.085519999999999996e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.084280000000000044e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.083029999999999937e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.081789999999999985e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.080540000000000056e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.079299999999999926e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.078059999999999974e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.076810000000000045e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.075569999999999915e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.074319999999999986e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.073080000000000034e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.071840000000000082e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.070589999999999975e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.069350000000000023e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.068099999999999916e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.066859999999999964e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.065610000000000035e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.064370000000000083e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.063129999999999953e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.061880000000000024e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.060640000000000072e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.059389999999999965e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.058150000000000013e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.056910000000000061e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.055659999999999954e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.054420000000000002e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.053170000000000073e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.051929999999999943e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.050680000000000014e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.049440000000000062e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.048199999999999932e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.046950000000000003e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.045710000000000051e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.044459999999999944e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.043219999999999992e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.041980000000000040e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.040729999999999933e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.039489999999999981e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.038240000000000052e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.036999999999999922e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.035749999999999993e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.034510000000000041e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.033269999999999911e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.032019999999999982e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.030780000000000030e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.029529999999999923e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.028289999999999971e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.027040000000000042e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.025799999999999912e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.024559999999999960e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.023310000000000031e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.022070000000000078e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.020819999999999972e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.019580000000000020e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.018340000000000067e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.017089999999999961e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.015850000000000009e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.014600000000000080e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
