# energy(eV) alpha
8.215000000000000080e-01 3.321677198636468376e+00
8.406000000000000139e-01 3.333665344962769339e+00
8.597000000000000197e-01 3.345702794976242789e+00
8.788000000000000256e-01 3.357734676613939317e+00
8.980000000000000204e-01 3.369727165718805928e+00
9.171000000000000263e-01 3.381642409661180793e+00
9.362000000000000322e-01 3.393443497280618004e+00
9.553000000000000380e-01 3.405089391720621972e+00
9.744000000000000439e-01 3.416564636020106960e+00
9.935000000000000497e-01 3.427830321671960778e+00
1.012599999999999945e+00 3.438861899457389626e+00
1.031700000000000061e+00 3.449617008909839910e+00
1.050799999999999956e+00 3.460073736604406758e+00
1.069900000000000073e+00 3.470200602953148028e+00
1.088999999999999968e+00 3.479967073316367898e+00
1.108100000000000085e+00 3.489333522874692672e+00
1.127199999999999980e+00 3.498285756975709759e+00
1.146300000000000097e+00 3.506771418390560946e+00
1.165399999999999991e+00 3.514762978301795737e+00
1.184500000000000108e+00 3.522228489392458695e+00
1.203600000000000003e+00 3.529132797696509893e+00
1.222699999999999898e+00 3.535478550382049168e+00
1.241800000000000015e+00 3.541320464857852013e+00
1.260999999999999899e+00 3.546757871763785097e+00
1.280100000000000016e+00 3.551459270383454658e+00
1.299199999999999910e+00 3.554442364965824108e+00
1.318300000000000027e+00 3.554179694750485119e+00
1.337399999999999922e+00 3.550052217287652745e+00
1.356500000000000039e+00 3.542971011578127882e+00
1.375599999999999934e+00 3.532970259086867237e+00
1.394700000000000051e+00 3.518767329962676271e+00
1.413799999999999946e+00 3.502592285559163798e+00
1.432900000000000063e+00 3.491004144786380881e+00
1.451999999999999957e+00 3.482831463307741959e+00
1.471100000000000074e+00 3.476304020761534996e+00
1.490199999999999969e+00 3.470252289568265258e+00
1.509300000000000086e+00 3.463726167350489327e+00
1.528399999999999981e+00 3.456428386053956192e+00
1.547500000000000098e+00 3.449254550291807053e+00
1.566599999999999993e+00 3.443783904739975643e+00
1.585700000000000109e+00 3.439744829661165682e+00
1.604899999999999993e+00 3.436886049494588313e+00
1.624000000000000110e+00 3.436070678563061254e+00
1.643100000000000005e+00 3.432810217971451916e+00
1.662199999999999900e+00 3.416747298147009726e+00
1.681300000000000017e+00 3.392205915017279860e+00
1.700399999999999912e+00 3.365409490897401490e+00
1.719500000000000028e+00 3.341663247061907871e+00
1.738599999999999923e+00 3.324689105755636476e+00
1.757700000000000040e+00 3.315087587864408381e+00
1.776799999999999935e+00 3.305566586177591137e+00
1.795900000000000052e+00 3.295161259262298969e+00
1.814999999999999947e+00 3.285695298963179578e+00
1.834100000000000064e+00 3.279039332720358857e+00
1.853199999999999958e+00 3.270325832521201459e+00
1.872300000000000075e+00 3.254997316252781214e+00
1.891399999999999970e+00 3.235848459410494371e+00
1.910500000000000087e+00 3.225904561095259471e+00
