#k-distance eigenvalue[eV]
3.62343172 18.39550000
3.63964442 18.37080000
3.65585711 18.33890000
3.67206980 18.30840000
3.68828249 18.29530000

0.00000000 18.31230000
0.01647355 18.42900000
0.03294710 18.43310000
0.04942064 18.35260000
0.06589419 18.25410000
0.08236774 18.15670000
0.09884129 18.11550000
0.11531484 18.07600000
0.13178839 18.18030000
0.14826193 18.25630000
0.16473548 18.24980000
0.18120903 18.20660000
0.19768258 18.15510000
0.21415613 18.13710000
0.23062967 18.13620000
0.24710322 18.05270000
0.26357677 17.99210000
0.28005032 18.08550000
0.29652387 18.10650000
0.31299741 18.09640000
0.32947096 18.14250000
0.34594451 18.21800000
0.36241806 18.27750000
0.37889161 18.30250000
0.39536516 18.26500000
0.41183870 18.10450000
0.42831225 18.13720000
0.44478580 18.26340000
0.46125935 18.32130000
0.47773290 18.40180000
0.49420644 18.48970000
0.51067999 18.47190000
0.52715354 18.41520000
0.54343995 18.43110000
0.55972636 18.46190000
0.57601278 18.47200000
0.59229919 18.43330000
0.60858559 18.36800000
0.62487200 18.30740000
0.64115842 18.26490000
0.65744483 18.23920000
0.67373124 18.22060000
0.69001765 18.20180000
0.70630407 18.18110000
0.72259047 18.15910000
0.73887688 18.13950000
0.75516329 18.15960000
0.77144971 18.20320000
0.78773612 18.25660000
0.80402253 18.30230000
0.82030893 18.30640000
0.83659534 18.29300000
0.85288176 18.30170000
0.86916817 18.32590000
0.88545458 18.33840000
0.90174099 18.36920000
0.91802741 18.37200000
0.93431382 18.28580000
0.95060022 18.22740000
0.96688663 18.26170000
0.98317305 18.34190000
0.99945946 18.42580000
1.01574587 18.46870000
1.03203228 18.46350000
1.04831870 18.45780000
1.06460510 18.46310000
1.08089151 18.46870000
1.09717792 18.44710000
1.11346433 18.42520000
1.12975075 18.39970000
1.14603716 18.30970000
1.16232357 18.21320000
1.17860997 18.28140000
1.19489639 18.37800000
1.21118280 18.44270000
1.22746921 18.48160000
1.24375562 18.44410000
1.26004204 18.33850000
1.27632845 18.22930000
1.29261485 18.13670000
1.30890126 18.07160000
1.32518768 18.02480000
1.34147409 17.98180000
1.35776050 17.96150000
1.37404691 18.00080000
1.39033332 18.04180000
1.40661973 18.00690000
1.42290614 17.96070000
1.43919255 17.94340000
1.45547896 17.94530000
1.47176538 17.97160000
1.48805179 18.01230000
1.50433820 18.05410000
1.52062460 18.08980000
1.53691102 18.11970000
1.55319743 18.19280000
1.56948384 18.27700000
1.58577025 18.34080000
1.60205667 18.37040000
1.61834308 18.35880000
1.63462948 18.31230000
1.65084218 18.30870000
1.66705486 18.30460000
1.68326756 18.29990000
1.69948025 18.29230000
1.71569294 18.28100000
1.73190563 18.26640000
1.74811833 18.25200000
1.76433101 18.24710000
1.78054371 18.26730000
1.79675640 18.29430000
1.81296909 18.32500000
1.82918178 18.35780000
1.84539448 18.39200000
1.86160716 18.42730000
1.87781986 18.46270000
1.89403255 18.49670000
1.91024524 18.52890000
1.92645793 18.56270000
1.94267063 18.60780000
1.95888331 18.66530000
1.97509601 18.67180000
1.99130870 18.68310000
2.00752139 18.68460000
2.02373408 18.60630000
2.03994678 18.55600000
2.05615946 18.53240000
2.07237216 18.52370000
2.08858485 18.52360000
2.10479754 18.53170000
2.12101023 18.54800000
2.13748378 18.57920000
2.15395733 18.64950000
2.17043088 18.71690000
2.18690443 18.74880000
2.20337797 18.75260000
2.21985152 18.74970000
2.23632507 18.74950000
2.25279862 18.75500000
2.26927217 18.76690000
2.28574571 18.78370000
2.30221926 18.79930000
2.31869281 18.79450000
2.33516636 18.74360000
2.35163991 18.65910000
2.36811346 18.56360000
2.38458700 18.46980000
2.40106055 18.38900000
2.41753410 18.33930000
2.43400765 18.33870000
2.45048120 18.38000000
2.46695474 18.43610000
2.48342829 18.46900000
2.49990184 18.42050000
2.51637539 18.29780000
2.53284894 18.16670000
2.54932249 18.09540000
2.56579603 18.11710000
2.58226958 18.18000000
2.59874313 18.25320000
2.61521668 18.32730000
2.63169023 18.39970000
2.64816377 18.44200000
2.66445018 18.41300000
2.68073659 18.37460000
2.69702301 18.33780000
2.71330942 18.29970000
2.72959583 18.25390000
2.74588223 18.19780000
2.76216865 18.12990000
2.77845506 18.05680000
2.79474147 18.01580000
2.81102788 18.07910000
2.82731430 18.16350000
2.84360071 18.16300000
2.85988712 18.13450000
2.87617352 18.10720000
2.89245994 18.09960000
2.90874635 18.12100000
2.92503276 18.11430000
2.94131917 18.09760000
2.95760558 18.09910000
2.97389200 18.09590000
2.99017840 18.04810000
3.00646481 18.01460000
3.02275122 17.98670000
3.03903764 17.96750000
3.05532405 17.96040000
3.07161046 17.96370000
3.08789687 17.97610000
3.10418328 17.99810000
3.12046969 18.03510000
3.13675610 18.09210000
3.15304251 18.15000000
3.16932893 18.18510000
3.18561534 18.19670000
3.20190175 18.19860000
3.21811444 18.21190000
3.23432713 18.22110000
3.25053982 18.18610000
3.26675252 18.14950000
3.28296520 18.11910000
3.29917790 18.10700000
3.31539059 18.12360000
3.33160328 18.16710000
3.34781597 18.21830000
3.36402867 18.23150000
3.38024135 18.21930000
3.39645405 18.23030000
3.41266674 18.23490000
3.42887943 18.22130000
3.44509212 18.26170000
3.46130482 18.36700000
3.47751750 18.44310000
3.49373020 18.45610000
3.50994289 18.44880000
3.52615558 18.44140000
3.54236827 18.45750000
3.55858096 18.49080000
3.57479365 18.50110000
3.59100634 18.50070000
3.60721904 18.50900000
3.62343172 18.51110000
3.63964442 18.50030000
3.65585711 18.48440000
3.67206980 18.47270000
3.68828249 18.46870000

0.00000000 18.54810000
0.01647355 18.53390000
0.03294710 18.56080000
0.04942064 18.53510000
0.06589419 18.44410000
0.08236774 18.33970000
0.09884129 18.25190000
0.11531484 18.24310000
0.13178839 18.27320000
0.14826193 18.31920000
0.16473548 18.41700000
0.18120903 18.47650000
0.19768258 18.38850000
0.21415613 18.27960000
0.23062967 18.17560000
0.24710322 18.15830000
0.26357677 18.15600000
0.28005032 18.15470000
0.29652387 18.25640000
0.31299741 18.40180000
0.32947096 18.52030000
0.34594451 18.55290000
0.36241806 18.52190000
0.37889161 18.43180000
0.39536516 18.31560000
0.41183870 18.29330000
0.42831225 18.28220000
0.44478580 18.30050000
0.46125935 18.41360000
0.47773290 18.52490000
0.49420644 18.59870000
0.51067999 18.65650000
0.52715354 18.60270000
0.54343995 18.62080000
0.55972636 18.64340000
0.57601278 18.60700000
0.59229919 18.57930000
0.60858559 18.55630000
0.62487200 18.52570000
0.64115842 18.49170000
0.65744483 18.46060000
0.67373124 18.43580000
0.69001765 18.41720000
0.70630407 18.40370000
0.72259047 18.39820000
0.73887688 18.40630000
0.75516329 18.42970000
0.77144971 18.45710000
0.78773612 18.44080000
0.80402253 18.41330000
0.82030893 18.42520000
0.83659534 18.45570000
0.85288176 18.48760000
0.86916817 18.54430000
0.88545458 18.55560000
0.90174099 18.50500000
0.91802741 18.46850000
0.93431382 18.51930000
0.95060022 18.57190000
0.96688663 18.58820000
0.98317305 18.57390000
0.99945946 18.55680000
1.01574587 18.58370000
1.03203228 18.66020000
1.04831870 18.73140000
1.06460510 18.77220000
1.08089151 18.78230000
1.09717792 18.76460000
1.11346433 18.66630000
1.12975075 18.53540000
1.14603716 18.46860000
1.16232357 18.45680000
1.17860997 18.45660000
1.19489639 18.46180000
1.21118280 18.48960000
1.22746921 18.51500000
1.24375562 18.55230000
1.26004204 18.60390000
1.27632845 18.61250000
1.29261485 18.56670000
1.30890126 18.48910000
1.32518768 18.40630000
1.34147409 18.33380000
1.35776050 18.27170000
1.37404691 18.20700000
1.39033332 18.14860000
1.40661973 18.16000000
1.42290614 18.19260000
1.43919255 18.22130000
1.45547896 18.25760000
1.47176538 18.30800000
1.48805179 18.37050000
1.50433820 18.43530000
1.52062460 18.46090000
1.53691102 18.42830000
1.55319743 18.41750000
1.56948384 18.44170000
1.58577025 18.48160000
1.60205667 18.51790000
1.61834308 18.54050000
1.63462948 18.54810000
1.65084218 18.54330000
1.66705486 18.53020000
1.68326756 18.51210000
1.69948025 18.49330000
1.71569294 18.47770000
1.73190563 18.46850000
1.74811833 18.46780000
1.76433101 18.47710000
1.78054371 18.49700000
1.79675640 18.52650000
1.81296909 18.56110000
1.82918178 18.59520000
1.84539448 18.62480000
1.86160716 18.64810000
1.87781986 18.66440000
1.89403255 18.67290000
1.91024524 18.67360000
1.92645793 18.66920000
1.94267063 18.66490000
1.95888331 18.67730000
1.97509601 18.76100000
1.99130870 18.76840000
2.00752139 18.69130000
2.02373408 18.68820000
2.03994678 18.67480000
2.05615946 18.65430000
2.07237216 18.62850000
2.08858485 18.59980000
2.10479754 18.57170000
2.12101023 18.54800000
2.13748378 18.57920000
2.15395733 18.64950000
2.17043088 18.71690000
2.18690443 18.74880000
2.20337797 18.75260000
2.21985152 18.74970000
2.23632507 18.74950000
2.25279862 18.75500000
2.26927217 18.76690000
2.28574571 18.78370000
2.30221926 18.79930000
2.31869281 18.79450000
2.33516636 18.74360000
2.35163991 18.65910000
2.36811346 18.56360000
2.38458700 18.46980000
2.40106055 18.38900000
2.41753410 18.33930000
2.43400765 18.33870000
2.45048120 18.38000000
2.46695474 18.43610000
2.48342829 18.46900000
2.49990184 18.42050000
2.51637539 18.29780000
2.53284894 18.16670000
2.54932249 18.09540000
2.56579603 18.11710000
2.58226958 18.18000000
2.59874313 18.25320000
2.61521668 18.32730000
2.63169023 18.39970000
2.64816377 18.44200000
2.66445018 18.44260000
2.68073659 18.41570000
2.69702301 18.37870000
2.71330942 18.34590000
2.72959583 18.32220000
2.74588223 18.30410000
2.76216865 18.28800000
2.77845506 18.27250000
2.79474147 18.25700000
2.81102788 18.24140000
2.82731430 18.24350000
2.84360071 18.32790000
2.85988712 18.38950000
2.87617352 18.35610000
2.89245994 18.29730000
2.90874635 18.25330000
2.92503276 18.24010000
2.94131917 18.23990000
2.95760558 18.18120000
2.97389200 18.12870000
2.99017840 18.15440000
3.00646481 18.16330000
3.02275122 18.15370000
3.03903764 18.14340000
3.05532405 18.14790000
3.07161046 18.16750000
3.08789687 18.19390000
3.10418328 18.22030000
3.12046969 18.24270000
3.13675610 18.25820000
3.15304251 18.26670000
3.16932893 18.27340000
3.18561534 18.27970000
3.20190175 18.28230000
3.21811444 18.26610000
3.23432713 18.23940000
3.25053982 18.24340000
3.26675252 18.24840000
3.28296520 18.26640000
3.29917790 18.30440000
3.31539059 18.35750000
3.33160328 18.39210000
3.34781597 18.39120000
3.36402867 18.42210000
3.38024135 18.48260000
3.39645405 18.51610000
3.41266674 18.52810000
3.42887943 18.51790000
3.44509212 18.49730000
3.46130482 18.48940000
3.47751750 18.51210000
3.49373020 18.57690000
3.50994289 18.63890000
3.52615558 18.68520000
3.54236827 18.70620000
3.55858096 18.71480000
3.57479365 18.74680000
3.59100634 18.79220000
3.60721904 18.81020000
3.62343172 18.80370000
3.63964442 18.79230000
3.65585711 18.78530000
3.67206980 18.78280000
3.68828249 18.78230000

0.00000000 18.72100000
0.01647355 18.71250000
0.03294710 18.69340000
0.04942064 18.73590000
0.06589419 18.80430000
0.08236774 18.84580000
0.09884129 18.84790000
0.11531484 18.81670000
0.13178839 18.76160000
0.14826193 18.68920000
0.16473548 18.60600000
0.18120903 18.56000000
0.19768258 18.65350000
0.21415613 18.76250000
0.23062967 18.87210000
0.24710322 18.97790000
0.26357677 19.00920000
0.28005032 18.92630000
0.29652387 18.84340000
0.31299741 18.77860000
0.32947096 18.76160000
0.34594451 18.84270000
0.36241806 18.88630000
0.37889161 18.82120000
0.39536516 18.82880000
0.41183870 18.86610000
0.42831225 18.90060000
0.44478580 18.91490000
0.46125935 18.89880000
0.47773290 18.85410000
0.49420644 18.80080000
0.51067999 18.70850000
0.52715354 18.73250000
0.54343995 18.71700000
0.55972636 18.70080000
0.57601278 18.75110000
0.59229919 18.79210000
0.60858559 18.80630000
0.62487200 18.81490000
0.64115842 18.81290000
0.65744483 18.78920000
0.67373124 18.74820000
0.69001765 18.70470000
0.70630407 18.66740000
0.72259047 18.63740000
0.73887688 18.61110000
0.75516329 18.57580000
0.77144971 18.53800000
0.78773612 18.56040000
0.80402253 18.62270000
0.82030893 18.68550000
0.83659534 18.71470000
0.85288176 18.67740000
0.86916817 18.62540000
0.88545458 18.66740000
0.90174099 18.75380000
0.91802741 18.81580000
0.93431382 18.84750000
0.95060022 18.85910000
0.96688663 18.91860000
0.98317305 19.02050000
0.99945946 19.13670000
1.01574587 19.22470000
1.03203228 19.21150000
1.04831870 19.17460000
1.06460510 19.17330000
1.08089151 19.19610000
1.09717792 19.17240000
1.11346433 19.24710000
1.12975075 19.33700000
1.14603716 19.25820000
1.16232357 19.12720000
1.17860997 18.99510000
1.19489639 18.87020000
1.21118280 18.76610000
1.22746921 18.72330000
1.24375562 18.76390000
1.26004204 18.80130000
1.27632845 18.81020000
1.29261485 18.81470000
1.30890126 18.81230000
1.32518768 18.78510000
1.34147409 18.70340000
1.35776050 18.59680000
1.37404691 18.51150000
1.39033332 18.46120000
1.40661973 18.44380000
1.42290614 18.45150000
1.43919255 18.47260000
1.45547896 18.50270000
1.47176538 18.53800000
1.48805179 18.56130000
1.50433820 18.55370000
1.52062460 18.55270000
1.53691102 18.60290000
1.55319743 18.65100000
1.56948384 18.68220000
1.58577025 18.69790000
1.60205667 18.70750000
1.61834308 18.71670000
1.63462948 18.72100000
1.65084218 18.72210000
1.66705486 18.72530000
1.68326756 18.73090000
1.69948025 18.73890000
1.71569294 18.74860000
1.73190563 18.75820000
1.74811833 18.76410000
1.76433101 18.76250000
1.78054371 18.75260000
1.79675640 18.73840000
1.81296909 18.72460000
1.82918178 18.71450000
1.84539448 18.71030000
1.86160716 18.71380000
1.87781986 18.72690000
1.89403255 18.75070000
1.91024524 18.78280000
1.92645793 18.81520000
1.94267063 18.84010000
1.95888331 18.85930000
1.97509601 18.86910000
1.99130870 18.86030000
2.00752139 18.89500000
2.02373408 18.93030000
2.03994678 18.96160000
2.05615946 18.98700000
2.07237216 19.00470000
2.08858485 19.01410000
2.10479754 19.01830000
2.12101023 19.02480000
2.13748378 19.00750000
2.15395733 18.98070000
2.17043088 18.98200000
2.18690443 19.03340000
2.20337797 19.11290000
2.21985152 19.17950000
2.23632507 19.20730000
2.25279862 19.19690000
2.26927217 19.15940000
2.28574571 19.10360000
2.30221926 19.03990000
2.31869281 18.99130000
2.33516636 18.98690000
2.35163991 19.01640000
2.36811346 19.05940000
2.38458700 19.10670000
2.40106055 19.15260000
2.41753410 19.18720000
2.43400765 19.18170000
2.45048120 19.09730000
2.46695474 18.96630000
2.48342829 18.85060000
2.49990184 18.81700000
2.51637539 18.86420000
2.53284894 18.94040000
2.54932249 19.02070000
2.56579603 19.09040000
2.58226958 19.12150000
2.59874313 19.06140000
2.61521668 18.93350000
2.63169023 18.79920000
2.64816377 18.72970000
2.66445018 18.73320000
2.68073659 18.75180000
2.69702301 18.76110000
2.71330942 18.74620000
2.72959583 18.70360000
2.74588223 18.64480000
2.76216865 18.58950000
2.77845506 18.55330000
2.79474147 18.54410000
2.81102788 18.56320000
2.82731430 18.59330000
2.84360071 18.56950000
2.85988712 18.53430000
2.87617352 18.54610000
2.89245994 18.52890000
2.90874635 18.47180000
2.92503276 18.38930000
2.94131917 18.30160000
2.95760558 18.29350000
2.97389200 18.33640000
2.99017840 18.39820000
3.00646481 18.46750000
3.02275122 18.46620000
3.03903764 18.42060000
3.05532405 18.38730000
3.07161046 18.36810000
3.08789687 18.35680000
3.10418328 18.34920000
3.12046969 18.34510000
3.13675610 18.34980000
3.15304251 18.37310000
3.16932893 18.42150000
3.18561534 18.48400000
3.20190175 18.52110000
3.21811444 18.50700000
3.23432713 18.48170000
3.25053982 18.46400000
3.26675252 18.45660000
3.28296520 18.45280000
3.29917790 18.44790000
3.31539059 18.44390000
3.33160328 18.46710000
3.34781597 18.52900000
3.36402867 18.57470000
3.38024135 18.61650000
3.39645405 18.69520000
3.41266674 18.72080000
3.42887943 18.69670000
3.44509212 18.70600000
3.46130482 18.73400000
3.47751750 18.77410000
3.49373020 18.82460000
3.50994289 18.85780000
3.52615558 18.86210000
3.54236827 18.86440000
3.55858096 18.88120000
3.57479365 18.91180000
3.59100634 18.96240000
3.60721904 19.04130000
3.62343172 19.11890000
3.63964442 19.16350000
3.65585711 19.18330000
3.67206980 19.19300000
3.68828249 19.19610000

0.00000000 18.91950000
0.01647355 18.91570000
0.03294710 18.91670000
0.04942064 18.92880000
0.06589419 18.94580000
0.08236774 18.96630000
0.09884129 18.99110000
0.11531484 19.01560000
0.13178839 19.03970000
0.14826193 19.07080000
0.16473548 19.11720000
0.18120903 19.18180000
0.19768258 19.25840000
0.21415613 19.29010000
0.23062967 19.21770000
0.24710322 19.13050000
0.26357677 19.11380000
0.28005032 19.21140000
0.29652387 19.31180000
0.31299741 19.39620000
0.32947096 19.26580000
0.34594451 19.07670000
0.36241806 19.02360000
0.37889161 19.17430000
0.39536516 19.27560000
0.41183870 19.26080000
0.42831225 19.24140000
0.44478580 19.22370000
0.46125935 19.19770000
0.47773290 19.09660000
0.49420644 18.93360000
0.51067999 18.90280000
0.52715354 18.95500000
0.54343995 18.93160000
0.55972636 18.89700000
0.57601278 18.87780000
0.59229919 18.90320000
0.60858559 18.96710000
0.62487200 19.00520000
0.64115842 18.99170000
0.65744483 18.98150000
0.67373124 18.99540000
0.69001765 19.01350000
0.70630407 18.92980000
0.72259047 18.83230000
0.73887688 18.74520000
0.75516329 18.69660000
0.77144971 18.70090000
0.78773612 18.74410000
0.80402253 18.81310000
0.82030893 18.88090000
0.83659534 18.87900000
0.85288176 18.89140000
0.86916817 18.90910000
0.88545458 18.88530000
0.90174099 18.86260000
0.91802741 18.87490000
0.93431382 18.92640000
0.95060022 19.03920000
0.96688663 19.16450000
0.98317305 19.28840000
0.99945946 19.35680000
1.01574587 19.35110000
1.03203228 19.40850000
1.04831870 19.40290000
1.06460510 19.32970000
1.08089151 19.27940000
1.09717792 19.37790000
1.11346433 19.47050000
1.12975075 19.39630000
1.14603716 19.36560000
1.16232357 19.32690000
1.17860997 19.24670000
1.19489639 19.14510000
1.21118280 19.06050000
1.22746921 19.02260000
1.24375562 19.04550000
1.26004204 19.09150000
1.27632845 19.09000000
1.29261485 19.04400000
1.30890126 18.96050000
1.32518768 18.85860000
1.34147409 18.78210000
1.35776050 18.72690000
1.37404691 18.67440000
1.39033332 18.62850000
1.40661973 18.59710000
1.42290614 18.59260000
1.43919255 18.62380000
1.45547896 18.68150000
1.47176538 18.74850000
1.48805179 18.81210000
1.50433820 18.86170000
1.52062460 18.89480000
1.53691102 18.91430000
1.55319743 18.92170000
1.56948384 18.92160000
1.58577025 18.91920000
1.60205667 18.91800000
1.61834308 18.91870000
1.63462948 18.91950000
1.65084218 18.92060000
1.66705486 18.92370000
1.68326756 18.92830000
1.69948025 18.93380000
1.71569294 18.93960000
1.73190563 18.94490000
1.74811833 18.94800000
1.76433101 18.94680000
1.78054371 18.94030000
1.79675640 18.93230000
1.81296909 18.92910000
1.82918178 18.93490000
1.84539448 18.94970000
1.86160716 18.96940000
1.87781986 18.98650000
1.89403255 18.99200000
1.91024524 18.98620000
1.92645793 18.98010000
1.94267063 18.98110000
1.95888331 18.98790000
1.97509601 18.95280000
1.99130870 19.01060000
2.00752139 19.06280000
2.02373408 19.12710000
2.03994678 19.16360000
2.05615946 19.13940000
2.07237216 19.10050000
2.08858485 19.06580000
2.10479754 19.04000000
2.12101023 19.02480000
2.13748378 19.00750000
2.15395733 18.98070000
2.17043088 18.98200000
2.18690443 19.03340000
2.20337797 19.11290000
2.21985152 19.17950000
2.23632507 19.20730000
2.25279862 19.19690000
2.26927217 19.15940000
2.28574571 19.10360000
2.30221926 19.03990000
2.31869281 18.99130000
2.33516636 18.98690000
2.35163991 19.01640000
2.36811346 19.05940000
2.38458700 19.10670000
2.40106055 19.15260000
2.41753410 19.18720000
2.43400765 19.18170000
2.45048120 19.09730000
2.46695474 18.96630000
2.48342829 18.85060000
2.49990184 18.81700000
2.51637539 18.86420000
2.53284894 18.94040000
2.54932249 19.02070000
2.56579603 19.09040000
2.58226958 19.12150000
2.59874313 19.06140000
2.61521668 18.93350000
2.63169023 18.79920000
2.64816377 18.72970000
2.66445018 18.76150000
2.68073659 18.82640000
2.69702301 18.90990000
2.71330942 18.99780000
2.72959583 19.05570000
2.74588223 19.03520000
2.76216865 18.99630000
2.77845506 18.94960000
2.79474147 18.88500000
2.81102788 18.79340000
2.82731430 18.70820000
2.84360071 18.68660000
2.85988712 18.69530000
2.87617352 18.68780000
2.89245994 18.65420000
2.90874635 18.59950000
2.92503276 18.53480000
2.94131917 18.50350000
2.95760558 18.50460000
2.97389200 18.52950000
2.99017840 18.55730000
3.00646481 18.56770000
3.02275122 18.58710000
3.03903764 18.59520000
3.05532405 18.59640000
3.07161046 18.60210000
3.08789687 18.61540000
3.10418328 18.63620000
3.12046969 18.66190000
3.13675610 18.68860000
3.15304251 18.71180000
3.16932893 18.71900000
3.18561534 18.68520000
3.20190175 18.65580000
3.21811444 18.66890000
3.23432713 18.69150000
3.25053982 18.70950000
3.26675252 18.72660000
3.28296520 18.74390000
3.29917790 18.75800000
3.31539059 18.75990000
3.33160328 18.73480000
3.34781597 18.70020000
3.36402867 18.70980000
3.38024135 18.76320000
3.39645405 18.80490000
3.41266674 18.84700000
3.42887943 18.90030000
3.44509212 18.92560000
3.46130482 18.94430000
3.47751750 18.95530000
3.49373020 18.96250000
3.50994289 18.99000000
3.52615558 19.03610000
3.54236827 19.08430000
3.55858096 19.12970000
3.57479365 19.16430000
3.59100634 19.18800000
3.60721904 19.20660000
3.62343172 19.22800000
3.63964442 19.25430000
3.65585711 19.27180000
3.67206980 19.27820000
3.68828249 19.27940000

0.00000000 19.31440000
0.01647355 19.32220000
0.03294710 19.33320000
0.04942064 19.33320000
0.06589419 19.32500000
0.08236774 19.31740000
0.09884129 19.31610000
0.11531484 19.32500000
0.13178839 19.34710000
0.14826193 19.38430000
0.16473548 19.43240000
0.18120903 19.45370000
0.19768258 19.41060000
0.21415613 19.39460000
0.23062967 19.47880000
0.24710322 19.57790000
0.26357677 19.67250000
0.28005032 19.74060000
0.29652387 19.66760000
0.31299741 19.47590000
0.32947096 19.45070000
0.34594451 19.43330000
0.36241806 19.38540000
0.37889161 19.34270000
0.39536516 19.37340000
0.41183870 19.52470000
0.42831225 19.64920000
0.44478580 19.57740000
0.46125935 19.40810000
0.47773290 19.30660000
0.49420644 19.27730000
0.51067999 19.13780000
0.52715354 19.03820000
0.54343995 19.06570000
0.55972636 19.11170000
0.57601278 19.15360000
0.59229919 19.18250000
0.60858559 19.16710000
0.62487200 19.15530000
0.64115842 19.17140000
0.65744483 19.14570000
0.67373124 19.09530000
0.69001765 19.04030000
0.70630407 19.08640000
0.72259047 19.13970000
0.73887688 19.11400000
0.75516329 19.08580000
0.77144971 19.06630000
0.78773612 19.04300000
0.80402253 19.00670000
0.82030893 18.97610000
0.83659534 19.03370000
0.85288176 19.11310000
0.86916817 19.08820000
0.88545458 19.02270000
0.90174099 19.00610000
0.91802741 19.05070000
0.93431382 19.14160000
0.95060022 19.23150000
0.96688663 19.30320000
0.98317305 19.34890000
0.99945946 19.40080000
1.01574587 19.48010000
1.03203228 19.50210000
1.04831870 19.54060000
1.06460510 19.60330000
1.08089151 19.63320000
1.09717792 19.59680000
1.11346433 19.52880000
1.12975075 19.55000000
1.14603716 19.55630000
1.16232357 19.46170000
1.17860997 19.40300000
1.19489639 19.37750000
1.21118280 19.34650000
1.22746921 19.28690000
1.24375562 19.22740000
1.26004204 19.22120000
1.27632845 19.28120000
1.29261485 19.28640000
1.30890126 19.22310000
1.32518768 19.15080000
1.34147409 19.09680000
1.35776050 19.06180000
1.37404691 19.04200000
1.39033332 19.03470000
1.40661973 19.03510000
1.42290614 19.03500000
1.43919255 19.02530000
1.45547896 19.00060000
1.47176538 18.96470000
1.48805179 18.93630000
1.50433820 18.94470000
1.52062460 18.99310000
1.53691102 19.06080000
1.55319743 19.13600000
1.56948384 19.20930000
1.58577025 19.26750000
1.60205667 19.29870000
1.61834308 19.31090000
1.63462948 19.31440000
1.65084218 19.30110000
1.66705486 19.26780000
1.68326756 19.22420000
1.69948025 19.17630000
1.71569294 19.12810000
1.73190563 19.08470000
1.74811833 19.05350000
1.76433101 19.04030000
1.78054371 19.04410000
1.79675640 19.05410000
1.81296909 19.05900000
1.82918178 19.05650000
1.84539448 19.04950000
1.86160716 19.04090000
1.87781986 19.03280000
1.89403255 19.02720000
1.91024524 19.02750000
1.92645793 19.03460000
1.94267063 19.03420000
1.95888331 18.99730000
1.97509601 18.99810000
1.99130870 19.01840000
2.00752139 19.11480000
2.02373408 19.19890000
2.03994678 19.23660000
2.05615946 19.23500000
2.07237216 19.21780000
2.08858485 19.20630000
2.10479754 19.21260000
2.12101023 19.23930000
2.13748378 19.26270000
2.15395733 19.31030000
2.17043088 19.35720000
2.18690443 19.39630000
2.20337797 19.43260000
2.21985152 19.47960000
2.23632507 19.54350000
2.25279862 19.59190000
2.26927217 19.58190000
2.28574571 19.54600000
2.30221926 19.51770000
2.31869281 19.50540000
2.33516636 19.50830000
2.35163991 19.52250000
2.36811346 19.54210000
2.38458700 19.55850000
2.40106055 19.55600000
2.41753410 19.51480000
2.43400765 19.45620000
2.45048120 19.44570000
2.46695474 19.47770000
2.48342829 19.52090000
2.49990184 19.55710000
2.51637539 19.56910000
2.53284894 19.54620000
2.54932249 19.49220000
2.56579603 19.41690000
2.58226958 19.34290000
2.59874313 19.31860000
2.61521668 19.32410000
2.63169023 19.32510000
2.64816377 19.32380000
2.66445018 19.29350000
2.68073659 19.25330000
2.69702301 19.20240000
2.71330942 19.15090000
2.72959583 19.13350000
2.74588223 19.17250000
2.76216865 19.12730000
2.77845506 19.03470000
2.79474147 18.94720000
2.81102788 18.89080000
2.82731430 18.85630000
2.84360071 18.84060000
2.85988712 18.82920000
2.87617352 18.79140000
2.89245994 18.70650000
2.90874635 18.64920000
2.92503276 18.66190000
2.94131917 18.70300000
2.95760558 18.74770000
2.97389200 18.78700000
2.99017840 18.74650000
3.00646481 18.68080000
3.02275122 18.68810000
3.03903764 18.77300000
3.05532405 18.87080000
3.07161046 18.94600000
3.08789687 18.96510000
3.10418328 18.93720000
3.12046969 18.89530000
3.13675610 18.85150000
3.15304251 18.80800000
3.16932893 18.77190000
3.18561534 18.76670000
3.20190175 18.76930000
3.21811444 18.76650000
3.23432713 18.77400000
3.25053982 18.80540000
3.26675252 18.85500000
3.28296520 18.91300000
3.29917790 18.95000000
3.31539059 18.91920000
3.33160328 18.88640000
3.34781597 18.88390000
3.36402867 18.89650000
3.38024135 18.91610000
3.39645405 18.92830000
3.41266674 18.92910000
3.42887943 18.98080000
3.44509212 19.04900000
3.46130482 19.08840000
3.47751750 19.10850000
3.49373020 19.13130000
3.50994289 19.16310000
3.52615558 19.21540000
3.54236827 19.28470000
3.55858096 19.35530000
3.57479365 19.37990000
3.59100634 19.38840000
3.60721904 19.39870000
3.62343172 19.42330000
3.63964442 19.47200000
3.65585711 19.53780000
3.67206980 19.59970000
3.68828249 19.63320000

0.00000000 19.49770000
0.01647355 19.49100000
0.03294710 19.48510000
0.04942064 19.48930000
0.06589419 19.50560000
0.08236774 19.52820000
0.09884129 19.54360000
0.11531484 19.55810000
0.13178839 19.57750000
0.14826193 19.59110000
0.16473548 19.58400000
0.18120903 19.59250000
0.19768258 19.66940000
0.21415613 19.78010000
0.23062967 19.90320000
0.24710322 20.02170000
0.26357677 20.04880000
0.28005032 19.91830000
0.29652387 19.81910000
0.31299741 19.75200000
0.32947096 19.70840000
0.34594451 19.73330000
0.36241806 19.79420000
0.37889161 19.84850000
